District,Crop,Year,Temperature,Rainfall,Humidity,Yield
Fatehgarh Sahib,Potato,2023,28.3,724.0,69.0,4.68
Fatehgarh Sahib,Potato,2024,29.3,694.0,71.0,5.36
Fatehgarh Sahib,Rice,2015,25.3,804.0,60.0,4.01
Fatehgarh Sahib,Rice,2016,27.3,754.0,65.0,4.21
Fatehgarh Sahib,Rice,2017,26.3,824.0,70.0,4.94
Fatehgarh Sahib,Rice,2018,28.3,704.0,68.0,4.98
Fatehgarh Sahib,Rice,2019,29.3,684.0,72.0,4.92
Fatehgarh Sahib,Rice,2020,30.3,654.0,75.0,4.76
Fatehgarh Sahib,Rice,2021,27.3,784.0,66.0,4.51
Fatehgarh Sahib,Rice,2022,26.3,814.0,64.0,4.18
Fatehgarh Sahib,Rice,2023,28.3,724.0,69.0,4.31
Fatehgarh Sahib,Rice,2024,29.3,694.0,71.0,4.55
Fatehgarh Sahib,Sugarcane,2015,25.3,804.0,60.0,5.77
Fatehgarh Sahib,Sugarcane,2016,27.3,754.0,65.0,5.91
Fatehgarh Sahib,Sugarcane,2017,26.3,824.0,70.0,6.17
Fatehgarh Sahib,Sugarcane,2018,28.3,704.0,68.0,6.36
Fatehgarh Sahib,Sugarcane,2019,29.3,684.0,72.0,6.25
Fatehgarh Sahib,Sugarcane,2020,30.3,654.0,75.0,5.79
Fatehgarh Sahib,Sugarcane,2021,27.3,784.0,66.0,5.77
Fatehgarh Sahib,Sugarcane,2022,26.3,814.0,64.0,5.63
Fatehgarh Sahib,Sugarcane,2023,28.3,724.0,69.0,6.08
Fatehgarh Sahib,Sugarcane,2024,29.3,694.0,71.0,5.91
Fatehgarh Sahib,Sunflower,2015,25.3,804.0,60.0,2.4
Fatehgarh Sahib,Sunflower,2016,27.3,754.0,65.0,2.7
Fatehgarh Sahib,Sunflower,2017,26.3,824.0,70.0,2.65
Fatehgarh Sahib,Sunflower,2018,28.3,704.0,68.0,2.48
Fatehgarh Sahib,Sunflower,2019,29.3,684.0,72.0,2.49
Fatehgarh Sahib,Sunflower,2020,30.3,654.0,75.0,2.18
Fatehgarh Sahib,Sunflower,2021,27.3,784.0,66.0,1.82
Fatehgarh Sahib,Sunflower,2022,26.3,814.0,64.0,2.17
Fatehgarh Sahib,Sunflower,2023,28.3,724.0,69.0,2.72
Fatehgarh Sahib,Sunflower,2024,29.3,694.0,71.0,2.0
Fatehgarh Sahib,Wheat,2015,25.3,804.0,60.0,3.39
Fatehgarh Sahib,Wheat,2016,27.3,754.0,65.0,3.2
Fatehgarh Sahib,Wheat,2017,26.3,824.0,70.0,3.66
Fatehgarh Sahib,Wheat,2018,28.3,704.0,68.0,3.97
Fatehgarh Sahib,Wheat,2019,29.3,684.0,72.0,3.92
Fatehgarh Sahib,Wheat,2020,30.3,654.0,75.0,3.59
Fatehgarh Sahib,Wheat,2021,27.3,784.0,66.0,3.35
Fatehgarh Sahib,Wheat,2022,26.3,814.0,64.0,3.12
Fatehgarh Sahib,Wheat,2023,28.3,724.0,69.0,3.54
Fatehgarh Sahib,Wheat,2024,29.3,694.0,71.0,3.84
Ferozepur,Bajra,2015,24.7,808.0,60.0,1.77
Ferozepur,Bajra,2016,26.7,758.0,65.0,2.01
Ferozepur,Bajra,2017,25.7,828.0,70.0,2.15
Ferozepur,Bajra,2018,27.7,708.0,68.0,1.81
Ferozepur,Bajra,2019,28.7,688.0,72.0,2.36
Ferozepur,Bajra,2020,29.7,658.0,75.0,2.02
Ferozepur,Bajra,2021,26.7,788.0,66.0,2.53
Ferozepur,Bajra,2022,25.7,818.0,64.0,2.35
Ferozepur,Bajra,2023,27.7,728.0,69.0,2.39
Ferozepur,Bajra,2024,28.7,698.0,71.0,2.04
Ferozepur,Cotton,2015,24.7,808.0,60.0,3.19
Ferozepur,Cotton,2016,26.7,758.0,65.0,3.02
Ferozepur,Cotton,2017,25.7,828.0,70.0,2.92
Ferozepur,Cotton,2018,27.7,708.0,68.0,3.28
Ferozepur,Cotton,2019,28.7,688.0,72.0,2.98
Ferozepur,Cotton,2020,29.7,658.0,75.0,2.9
Ferozepur,Cotton,2021,26.7,788.0,66.0,2.87
Ferozepur,Cotton,2022,25.7,818.0,64.0,2.45
Ferozepur,Cotton,2023,27.7,728.0,69.0,3.06
Ferozepur,Cotton,2024,28.7,698.0,71.0,3.16
Ferozepur,Gram,2015,24.7,808.0,60.0,2.08
Ferozepur,Gram,2016,26.7,758.0,65.0,2.18
Ferozepur,Gram,2017,25.7,828.0,70.0,1.58
Ferozepur,Gram,2018,27.7,708.0,68.0,2.08
Ferozepur,Gram,2019,28.7,688.0,72.0,1.9
Ferozepur,Gram,2020,29.7,658.0,75.0,1.63
Ferozepur,Gram,2021,26.7,788.0,66.0,1.51
Ferozepur,Gram,2022,25.7,818.0,64.0,2.05
Ferozepur,Gram,2023,27.7,728.0,69.0,1.64
Ferozepur,Gram,2024,28.7,698.0,71.0,1.85
Ferozepur,Maize,2015,24.7,808.0,60.0,3.03
Ferozepur,Maize,2016,26.7,758.0,65.0,2.94
Ferozepur,Maize,2017,25.7,828.0,70.0,2.78
Ferozepur,Maize,2018,27.7,708.0,68.0,3.09
Ferozepur,Maize,2019,28.7,688.0,72.0,3.45
Ferozepur,Maize,2020,29.7,658.0,75.0,3.47
Ferozepur,Maize,2021,26.7,788.0,66.0,2.61
Ferozepur,Maize,2022,25.7,818.0,64.0,2.78
Ferozepur,Maize,2023,27.7,728.0,69.0,2.63
Ferozepur,Maize,2024,28.7,698.0,71.0,3.11
Ferozepur,Mustard,2015,24.7,808.0,60.0,1.75
Ferozepur,Mustard,2016,26.7,758.0,65.0,1.6
Ferozepur,Mustard,2017,25.7,828.0,70.0,1.56
Ferozepur,Mustard,2018,27.7,708.0,68.0,2.35
Ferozepur,Mustard,2019,28.7,688.0,72.0,1.89
Ferozepur,Mustard,2020,29.7,658.0,75.0,2.45
Ferozepur,Mustard,2021,26.7,788.0,66.0,2.0
Ferozepur,Mustard,2022,25.7,818.0,64.0,1.51
Ferozepur,Mustard,2023,27.7,728.0,69.0,2.19
Ferozepur,Mustard,2024,28.7,698.0,71.0,2.3
Ferozepur,Potato,2015,24.7,808.0,60.0,5.17
Ferozepur,Potato,2016,26.7,758.0,65.0,5.42
Ferozepur,Potato,2017,25.7,828.0,70.0,4.6
Ferozepur,Potato,2018,27.7,708.0,68.0,5.41
Ferozepur,Potato,2019,28.7,688.0,72.0,4.72
Ferozepur,Potato,2020,29.7,658.0,75.0,4.71
Ferozepur,Potato,2021,26.7,788.0,66.0,5.48
Ferozepur,Potato,2022,25.7,818.0,64.0,5.33
Ferozepur,Potato,2023,27.7,728.0,69.0,5.01
Ferozepur,Potato,2024,28.7,698.0,71.0,4.8
Ferozepur,Rice,2015,24.7,808.0,60.0,4.02
Ferozepur,Rice,2016,26.7,758.0,65.0,4.13
Ferozepur,Rice,2017,25.7,828.0,70.0,4.23
Ferozepur,Rice,2018,27.7,708.0,68.0,4.68
Ferozepur,Rice,2019,28.7,688.0,72.0,4.3
Ferozepur,Rice,2020,29.7,658.0,75.0,4.08
Ferozepur,Rice,2021,26.7,788.0,66.0,4.88
Ferozepur,Rice,2022,25.7,818.0,64.0,4.33
Ferozepur,Rice,2023,27.7,728.0,69.0,4.75
Ferozepur,Rice,2024,28.7,698.0,71.0,4.31
Ferozepur,Sugarcane,2015,24.7,808.0,60.0,5.53
Ferozepur,Sugarcane,2016,26.7,758.0,65.0,6.26
Ferozepur,Sugarcane,2017,25.7,828.0,70.0,6.06
Ferozepur,Sugarcane,2018,27.7,708.0,68.0,5.69
Ferozepur,Sugarcane,2019,28.7,688.0,72.0,5.56
Ferozepur,Sugarcane,2020,29.7,658.0,75.0,5.55
Ferozepur,Sugarcane,2021,26.7,788.0,66.0,6.33
Ferozepur,Sugarcane,2022,25.7,818.0,64.0,5.91
Ferozepur,Sugarcane,2023,27.7,728.0,69.0,5.64
Ferozepur,Sugarcane,2024,28.7,698.0,71.0,6.36
Ferozepur,Sunflower,2015,24.7,808.0,60.0,2.14
Ferozepur,Sunflower,2016,26.7,758.0,65.0,2.22
Ferozepur,Sunflower,2017,25.7,828.0,70.0,2.53
Ferozepur,Sunflower,2018,27.7,708.0,68.0,2.27
Ferozepur,Sunflower,2019,28.7,688.0,72.0,2.35
Ferozepur,Sunflower,2020,29.7,658.0,75.0,1.82
Ferozepur,Sunflower,2021,26.7,788.0,66.0,2.42
Ferozepur,Sunflower,2022,25.7,818.0,64.0,2.29
Ferozepur,Sunflower,2023,27.7,728.0,69.0,2.18
Ferozepur,Sunflower,2024,28.7,698.0,71.0,2.16
Ferozepur,Wheat,2015,24.7,808.0,60.0,3.34
Ferozepur,Wheat,2016,26.7,758.0,65.0,3.94
Ferozepur,Wheat,2017,25.7,828.0,70.0,3.01
Ferozepur,Wheat,2018,27.7,708.0,68.0,3.11
Ferozepur,Wheat,2019,28.7,688.0,72.0,3.63
Ferozepur,Wheat,2020,29.7,658.0,75.0,3.1
Ferozepur,Wheat,2021,26.7,788.0,66.0,3.96
Ferozepur,Wheat,2022,25.7,818.0,64.0,3.46
Ferozepur,Wheat,2023,27.7,728.0,69.0,3.95
Ferozepur,Wheat,2024,28.7,698.0,71.0,3.3
Gurdaspur,Bajra,2015,24.85,812.0,60.0,2.62
Gurdaspur,Bajra,2016,26.85,762.0,65.0,1.97
Gurdaspur,Bajra,2017,25.85,832.0,70.0,2.21
Gurdaspur,Bajra,2018,27.85,712.0,68.0,2.58
Gurdaspur,Bajra,2019,28.85,692.0,72.0,2.25
Gurdaspur,Bajra,2020,29.85,662.0,75.0,2.03
Gurdaspur,Bajra,2021,26.85,792.0,66.0,2.05
Gurdaspur,Bajra,2022,25.85,822.0,64.0,1.91
Gurdaspur,Bajra,2023,27.85,732.0,69.0,1.89
Gurdaspur,Bajra,2024,28.85,702.0,71.0,2.53
Gurdaspur,Cotton,2015,24.85,812.0,60.0,3.04
Gurdaspur,Cotton,2016,26.85,762.0,65.0,3.03
Gurdaspur,Cotton,2017,25.85,832.0,70.0,3.16
Gurdaspur,Cotton,2018,27.85,712.0,68.0,2.61
Gurdaspur,Cotton,2019,28.85,692.0,72.0,3.28
Gurdaspur,Cotton,2020,29.85,662.0,75.0,2.41
Gurdaspur,Cotton,2021,26.85,792.0,66.0,2.79
Gurdaspur,Cotton,2022,25.85,822.0,64.0,2.42
Gurdaspur,Cotton,2023,27.85,732.0,69.0,2.95
Gurdaspur,Cotton,2024,28.85,702.0,71.0,2.94
Gurdaspur,Gram,2015,24.85,812.0,60.0,2.08
Gurdaspur,Gram,2016,26.85,762.0,65.0,1.42
Gurdaspur,Gram,2017,25.85,832.0,70.0,1.99
Gurdaspur,Gram,2018,27.85,712.0,68.0,1.77
Gurdaspur,Gram,2019,28.85,692.0,72.0,1.52
Gurdaspur,Gram,2020,29.85,662.0,75.0,1.9
Gurdaspur,Gram,2021,26.85,792.0,66.0,1.6
Gurdaspur,Gram,2022,25.85,822.0,64.0,2.15
Gurdaspur,Gram,2023,27.85,732.0,69.0,1.47
Gurdaspur,Gram,2024,28.85,702.0,71.0,2.22
Gurdaspur,Maize,2015,24.85,812.0,60.0,3.35
Gurdaspur,Maize,2016,26.85,762.0,65.0,3.49
Gurdaspur,Maize,2017,25.85,832.0,70.0,3.02
Gurdaspur,Maize,2018,27.85,712.0,68.0,3.4
Gurdaspur,Maize,2019,28.85,692.0,72.0,3.34
Gurdaspur,Maize,2020,29.85,662.0,75.0,2.81
Gurdaspur,Maize,2021,26.85,792.0,66.0,2.91
Gurdaspur,Maize,2022,25.85,822.0,64.0,2.65
Gurdaspur,Maize,2023,27.85,732.0,69.0,2.89
Gurdaspur,Maize,2024,28.85,702.0,71.0,2.76
Gurdaspur,Mustard,2015,24.85,812.0,60.0,2.05
Gurdaspur,Mustard,2016,26.85,762.0,65.0,1.76
Gurdaspur,Mustard,2017,25.85,832.0,70.0,1.99
Gurdaspur,Mustard,2018,27.85,712.0,68.0,2.26
Gurdaspur,Mustard,2019,28.85,692.0,72.0,1.86
Gurdaspur,Mustard,2020,29.85,662.0,75.0,1.84
Gurdaspur,Mustard,2021,26.85,792.0,66.0,2.01
Gurdaspur,Mustard,2022,25.85,822.0,64.0,1.54
Gurdaspur,Mustard,2023,27.85,732.0,69.0,2.48
Gurdaspur,Mustard,2024,28.85,702.0,71.0,1.73
Gurdaspur,Potato,2015,24.85,812.0,60.0,4.69
Gurdaspur,Potato,2016,26.85,762.0,65.0,5.4
Gurdaspur,Potato,2017,25.85,832.0,70.0,4.88
Gurdaspur,Potato,2018,27.85,712.0,68.0,5.48
Gurdaspur,Potato,2019,28.85,692.0,72.0,5.31
Gurdaspur,Potato,2020,29.85,662.0,75.0,4.57
Gurdaspur,Potato,2021,26.85,792.0,66.0,4.8
Gurdaspur,Potato,2022,25.85,822.0,64.0,4.86
Gurdaspur,Potato,2023,27.85,732.0,69.0,5.04
Gurdaspur,Potato,2024,28.85,702.0,71.0,5.11
Gurdaspur,Rice,2015,24.85,812.0,60.0,4.2
Gurdaspur,Rice,2016,26.85,762.0,65.0,4.76
Gurdaspur,Rice,2017,25.85,832.0,70.0,4.71
Gurdaspur,Rice,2018,27.85,712.0,68.0,4.89
Gurdaspur,Rice,2019,28.85,692.0,72.0,4.54
Gurdaspur,Rice,2020,29.85,662.0,75.0,4.17
Gurdaspur,Rice,2021,26.85,792.0,66.0,4.71
Gurdaspur,Rice,2022,25.85,822.0,64.0,4.93
Gurdaspur,Rice,2023,27.85,732.0,69.0,4.33
Gurdaspur,Rice,2024,28.85,702.0,71.0,4.96
Gurdaspur,Sugarcane,2015,24.85,812.0,60.0,5.75
Gurdaspur,Sugarcane,2016,26.85,762.0,65.0,5.52
Gurdaspur,Sugarcane,2017,25.85,832.0,70.0,5.54
Gurdaspur,Sugarcane,2018,27.85,712.0,68.0,5.78
Gurdaspur,Sugarcane,2019,28.85,692.0,72.0,6.22
Gurdaspur,Sugarcane,2020,29.85,662.0,75.0,6.2
Gurdaspur,Sugarcane,2021,26.85,792.0,66.0,6.3
Gurdaspur,Sugarcane,2022,25.85,822.0,64.0,6.25
Gurdaspur,Sugarcane,2023,27.85,732.0,69.0,5.85
Gurdaspur,Sugarcane,2024,28.85,702.0,71.0,5.65
Gurdaspur,Sunflower,2015,24.85,812.0,60.0,2.43
Gurdaspur,Sunflower,2016,26.85,762.0,65.0,2.14
Gurdaspur,Sunflower,2017,25.85,832.0,70.0,1.85
Gurdaspur,Sunflower,2018,27.85,712.0,68.0,2.08
Gurdaspur,Sunflower,2019,28.85,692.0,72.0,1.85
Gurdaspur,Sunflower,2020,29.85,662.0,75.0,2.39
Gurdaspur,Sunflower,2021,26.85,792.0,66.0,2.64
Gurdaspur,Sunflower,2022,25.85,822.0,64.0,1.91
Gurdaspur,Sunflower,2023,27.85,732.0,69.0,2.61
Gurdaspur,Sunflower,2024,28.85,702.0,71.0,2.15
Gurdaspur,Wheat,2015,24.85,812.0,60.0,3.91
Gurdaspur,Wheat,2016,26.85,762.0,65.0,3.65
Gurdaspur,Wheat,2017,25.85,832.0,70.0,3.64
Gurdaspur,Wheat,2018,27.85,712.0,68.0,3.55
Gurdaspur,Wheat,2019,28.85,692.0,72.0,3.91
Gurdaspur,Wheat,2020,29.85,662.0,75.0,3.3
Gurdaspur,Wheat,2021,26.85,792.0,66.0,3.11
Gurdaspur,Wheat,2022,25.85,822.0,64.0,3.35
Gurdaspur,Wheat,2023,27.85,732.0,69.0,3.55
Gurdaspur,Wheat,2024,28.85,702.0,71.0,3.09
Hoshiarpur,Bajra,2015,25.0,788.0,60.0,1.73
Hoshiarpur,Bajra,2016,27.0,738.0,65.0,2.12
Hoshiarpur,Bajra,2017,26.0,808.0,70.0,1.93
Hoshiarpur,Bajra,2018,28.0,688.0,68.0,2.47
Hoshiarpur,Bajra,2019,29.0,668.0,72.0,1.94
Hoshiarpur,Bajra,2020,30.0,638.0,75.0,2.08
Hoshiarpur,Bajra,2021,27.0,768.0,66.0,2.01
Hoshiarpur,Bajra,2022,26.0,798.0,64.0,2.32
Hoshiarpur,Bajra,2023,28.0,708.0,69.0,2.33
Hoshiarpur,Bajra,2024,29.0,678.0,71.0,1.97
Hoshiarpur,Cotton,2015,25.0,788.0,60.0,3.15
Hoshiarpur,Cotton,2016,27.0,738.0,65.0,3.08
Hoshiarpur,Cotton,2017,26.0,808.0,70.0,3.12
Hoshiarpur,Cotton,2018,28.0,688.0,68.0,2.7
Hoshiarpur,Cotton,2019,29.0,668.0,72.0,2.8
Hoshiarpur,Cotton,2020,30.0,638.0,75.0,2.98
Hoshiarpur,Cotton,2021,27.0,768.0,66.0,2.56
Hoshiarpur,Cotton,2022,26.0,798.0,64.0,2.8
Hoshiarpur,Cotton,2023,28.0,708.0,69.0,2.55
Hoshiarpur,Cotton,2024,29.0,678.0,71.0,2.48
Hoshiarpur,Gram,2015,25.0,788.0,60.0,2.26
Hoshiarpur,Gram,2016,27.0,738.0,65.0,2.0
Hoshiarpur,Gram,2017,26.0,808.0,70.0,2.23
Hoshiarpur,Gram,2018,28.0,688.0,68.0,1.37
Hoshiarpur,Gram,2019,29.0,668.0,72.0,2.1
Hoshiarpur,Gram,2020,30.0,638.0,75.0,1.93
Hoshiarpur,Gram,2021,27.0,768.0,66.0,1.69
Hoshiarpur,Gram,2022,26.0,798.0,64.0,1.75
Hoshiarpur,Gram,2023,28.0,708.0,69.0,1.63
Hoshiarpur,Gram,2024,29.0,678.0,71.0,2.08
Hoshiarpur,Maize,2015,25.0,788.0,60.0,2.87
Hoshiarpur,Maize,2016,27.0,738.0,65.0,2.91
Hoshiarpur,Maize,2017,26.0,808.0,70.0,3.27
Hoshiarpur,Maize,2018,28.0,688.0,68.0,3.12
Hoshiarpur,Maize,2019,29.0,668.0,72.0,3.36
Hoshiarpur,Maize,2020,30.0,638.0,75.0,2.95
Hoshiarpur,Maize,2021,27.0,768.0,66.0,2.57
Hoshiarpur,Maize,2022,26.0,798.0,64.0,2.84
Hoshiarpur,Maize,2023,28.0,708.0,69.0,3.16
Hoshiarpur,Maize,2024,29.0,678.0,71.0,3.09
Hoshiarpur,Mustard,2015,25.0,788.0,60.0,1.99
Hoshiarpur,Mustard,2016,27.0,738.0,65.0,1.72
Hoshiarpur,Mustard,2017,26.0,808.0,70.0,1.75
Hoshiarpur,Mustard,2018,28.0,688.0,68.0,2.22
Hoshiarpur,Mustard,2019,29.0,668.0,72.0,1.91
Hoshiarpur,Mustard,2020,30.0,638.0,75.0,1.65
Hoshiarpur,Mustard,2021,27.0,768.0,66.0,2.32
Hoshiarpur,Mustard,2022,26.0,798.0,64.0,1.91
Hoshiarpur,Mustard,2023,28.0,708.0,69.0,2.4
Hoshiarpur,Mustard,2024,29.0,678.0,71.0,1.77
Hoshiarpur,Potato,2015,25.0,788.0,60.0,5.49
Hoshiarpur,Potato,2016,27.0,738.0,65.0,5.16
Hoshiarpur,Potato,2017,26.0,808.0,70.0,4.54
Hoshiarpur,Potato,2018,28.0,688.0,68.0,5.33
Hoshiarpur,Potato,2019,29.0,668.0,72.0,4.54
Hoshiarpur,Potato,2020,30.0,638.0,75.0,4.84
Hoshiarpur,Potato,2021,27.0,768.0,66.0,4.55
Hoshiarpur,Potato,2022,26.0,798.0,64.0,4.7
Hoshiarpur,Potato,2023,28.0,708.0,69.0,4.92
Hoshiarpur,Potato,2024,29.0,678.0,71.0,5.01
Hoshiarpur,Rice,2015,25.0,788.0,60.0,4.43
Hoshiarpur,Rice,2016,27.0,738.0,65.0,4.17
Hoshiarpur,Rice,2017,26.0,808.0,70.0,4.47
Hoshiarpur,Rice,2018,28.0,688.0,68.0,4.15
Hoshiarpur,Rice,2019,29.0,668.0,72.0,4.92
Hoshiarpur,Rice,2020,30.0,638.0,75.0,4.79
Hoshiarpur,Rice,2021,27.0,768.0,66.0,4.3
Hoshiarpur,Rice,2022,26.0,798.0,64.0,4.37
Hoshiarpur,Rice,2023,28.0,708.0,69.0,4.11
Hoshiarpur,Rice,2024,29.0,678.0,71.0,4.97
Hoshiarpur,Sugarcane,2015,25.0,788.0,60.0,6.46
Hoshiarpur,Sugarcane,2016,27.0,738.0,65.0,6.43
Hoshiarpur,Sugarcane,2017,26.0,808.0,70.0,5.78
Hoshiarpur,Sugarcane,2018,28.0,688.0,68.0,6.17
Hoshiarpur,Sugarcane,2019,29.0,668.0,72.0,6.29
Hoshiarpur,Sugarcane,2020,30.0,638.0,75.0,6.32
Hoshiarpur,Sugarcane,2021,27.0,768.0,66.0,6.19
Hoshiarpur,Sugarcane,2022,26.0,798.0,64.0,5.72
Hoshiarpur,Sugarcane,2023,28.0,708.0,69.0,5.77
Hoshiarpur,Sugarcane,2024,29.0,678.0,71.0,6.07
Hoshiarpur,Sunflower,2015,25.0,788.0,60.0,2.73
Hoshiarpur,Sunflower,2016,27.0,738.0,65.0,2.57
Hoshiarpur,Sunflower,2017,26.0,808.0,70.0,2.27
Hoshiarpur,Sunflower,2018,28.0,688.0,68.0,2.22
Hoshiarpur,Sunflower,2019,29.0,668.0,72.0,2.34
Hoshiarpur,Sunflower,2020,30.0,638.0,75.0,1.9
Hoshiarpur,Sunflower,2021,27.0,768.0,66.0,1.88
Hoshiarpur,Sunflower,2022,26.0,798.0,64.0,2.72
Hoshiarpur,Sunflower,2023,28.0,708.0,69.0,2.46
Hoshiarpur,Sunflower,2024,29.0,678.0,71.0,2.39
Hoshiarpur,Wheat,2015,25.0,788.0,60.0,3.61
Hoshiarpur,Wheat,2016,27.0,738.0,65.0,3.16
Hoshiarpur,Wheat,2017,26.0,808.0,70.0,3.69
Hoshiarpur,Wheat,2018,28.0,688.0,68.0,3.87
Hoshiarpur,Wheat,2019,29.0,668.0,72.0,3.88
Hoshiarpur,Wheat,2020,30.0,638.0,75.0,3.05
Hoshiarpur,Wheat,2021,27.0,768.0,66.0,3.78
Hoshiarpur,Wheat,2022,26.0,798.0,64.0,3.08
Hoshiarpur,Wheat,2023,28.0,708.0,69.0,3.05
Hoshiarpur,Wheat,2024,29.0,678.0,71.0,3.94
Jalandhar,Bajra,2015,25.15,792.0,60.0,2.37
Jalandhar,Bajra,2016,27.15,742.0,65.0,2.39
Jalandhar,Bajra,2017,26.15,812.0,70.0,1.94
Jalandhar,Bajra,2018,28.15,692.0,68.0,1.77
Jalandhar,Bajra,2019,29.15,672.0,72.0,2.61
Jalandhar,Bajra,2020,30.15,642.0,75.0,2.1
Jalandhar,Bajra,2021,27.15,772.0,66.0,1.94
Jalandhar,Bajra,2022,26.15,802.0,64.0,2.08
Jalandhar,Bajra,2023,28.15,712.0,69.0,2.45
Jalandhar,Bajra,2024,29.15,682.0,71.0,1.74
Jalandhar,Cotton,2015,25.15,792.0,60.0,2.87
Jalandhar,Cotton,2016,27.15,742.0,65.0,2.71
Jalandhar,Cotton,2017,26.15,812.0,70.0,2.65
Jalandhar,Cotton,2018,28.15,692.0,68.0,3.21
Jalandhar,Cotton,2019,29.15,672.0,72.0,2.53
Jalandhar,Cotton,2020,30.15,642.0,75.0,2.9
Jalandhar,Cotton,2021,27.15,772.0,66.0,2.84
Jalandhar,Cotton,2022,26.15,802.0,64.0,3.16
Jalandhar,Cotton,2023,28.15,712.0,69.0,2.33
Jalandhar,Cotton,2024,29.15,682.0,71.0,2.51
Jalandhar,Gram,2015,25.15,792.0,60.0,1.78
Jalandhar,Gram,2016,27.15,742.0,65.0,2.18
Jalandhar,Gram,2017,26.15,812.0,70.0,1.55
Jalandhar,Gram,2018,28.15,692.0,68.0,1.5
Jalandhar,Gram,2019,29.15,672.0,72.0,1.97
Jalandhar,Gram,2020,30.15,642.0,75.0,2.23
Jalandhar,Gram,2021,27.15,772.0,66.0,1.34
Jalandhar,Gram,2022,26.15,802.0,64.0,1.99
Jalandhar,Gram,2023,28.15,712.0,69.0,1.7
Jalandhar,Gram,2024,29.15,682.0,71.0,2.22
Jalandhar,Maize,2015,25.15,792.0,60.0,3.4
Jalandhar,Maize,2016,27.15,742.0,65.0,3.46
Jalandhar,Maize,2017,26.15,812.0,70.0,3.34
Jalandhar,Maize,2018,28.15,692.0,68.0,2.54
Jalandhar,Maize,2019,29.15,672.0,72.0,2.53
Jalandhar,Maize,2020,30.15,642.0,75.0,2.89
Jalandhar,Maize,2021,27.15,772.0,66.0,2.67
Jalandhar,Maize,2022,26.15,802.0,64.0,2.83
Jalandhar,Maize,2023,28.15,712.0,69.0,3.24
Jalandhar,Maize,2024,29.15,682.0,71.0,3.42
Jalandhar,Mustard,2015,25.15,792.0,60.0,2.25
Jalandhar,Mustard,2016,27.15,742.0,65.0,1.66
Jalandhar,Mustard,2017,26.15,812.0,70.0,2.27
Jalandhar,Mustard,2018,28.15,692.0,68.0,1.77
Jalandhar,Mustard,2019,29.15,672.0,72.0,1.64
Jalandhar,Mustard,2020,30.15,642.0,75.0,1.58
Jalandhar,Mustard,2021,27.15,772.0,66.0,2.03
Jalandhar,Mustard,2022,26.15,802.0,64.0,2.17
Jalandhar,Mustard,2023,28.15,712.0,69.0,2.13
Jalandhar,Mustard,2024,29.15,682.0,71.0,2.28
Jalandhar,Potato,2015,25.15,792.0,60.0,4.81
Jalandhar,Potato,2016,27.15,742.0,65.0,4.54
Jalandhar,Potato,2017,26.15,812.0,70.0,5.29
Jalandhar,Potato,2018,28.15,692.0,68.0,4.59
Jalandhar,Potato,2019,29.15,672.0,72.0,4.83
Jalandhar,Potato,2020,30.15,642.0,75.0,5.47
Jalandhar,Potato,2021,27.15,772.0,66.0,4.9
Jalandhar,Potato,2022,26.15,802.0,64.0,5.04
Jalandhar,Potato,2023,28.15,712.0,69.0,4.58
Jalandhar,Potato,2024,29.15,682.0,71.0,4.52
Jalandhar,Rice,2015,25.15,792.0,60.0,4.71
Jalandhar,Rice,2016,27.15,742.0,65.0,4.76
Jalandhar,Rice,2017,26.15,812.0,70.0,4.96
Jalandhar,Rice,2018,28.15,692.0,68.0,4.14
Jalandhar,Rice,2019,29.15,672.0,72.0,4.83
Jalandhar,Rice,2020,30.15,642.0,75.0,4.74
Jalandhar,Rice,2021,27.15,772.0,66.0,4.72
Jalandhar,Rice,2022,26.15,802.0,64.0,4.89
Jalandhar,Rice,2023,28.15,712.0,69.0,4.71
Jalandhar,Rice,2024,29.15,682.0,71.0,4.82
Jalandhar,Sugarcane,2015,25.15,792.0,60.0,5.74
Jalandhar,Sugarcane,2016,27.15,742.0,65.0,5.9
Jalandhar,Sugarcane,2017,26.15,812.0,70.0,5.96
Jalandhar,Sugarcane,2018,28.15,692.0,68.0,6.38
Jalandhar,Sugarcane,2019,29.15,672.0,72.0,5.78
Jalandhar,Sugarcane,2020,30.15,642.0,75.0,5.67
Jalandhar,Sugarcane,2021,27.15,772.0,66.0,5.51
Jalandhar,Sugarcane,2022,26.15,802.0,64.0,5.93
Jalandhar,Sugarcane,2023,28.15,712.0,69.0,6.39
Jalandhar,Sugarcane,2024,29.15,682.0,71.0,5.85
Jalandhar,Sunflower,2015,25.15,792.0,60.0,2.57
Jalandhar,Sunflower,2016,27.15,742.0,65.0,2.31
Jalandhar,Sunflower,2017,26.15,812.0,70.0,2.67
Jalandhar,Sunflower,2018,28.15,692.0,68.0,1.81
Jalandhar,Sunflower,2019,29.15,672.0,72.0,2.79
Jalandhar,Sunflower,2020,30.15,642.0,75.0,1.82
Jalandhar,Sunflower,2021,27.15,772.0,66.0,1.87
Jalandhar,Sunflower,2022,26.15,802.0,64.0,2.32
Jalandhar,Sunflower,2023,28.15,712.0,69.0,1.91
Jalandhar,Sunflower,2024,29.15,682.0,71.0,2.45
Jalandhar,Wheat,2015,25.15,792.0,60.0,3.58
Jalandhar,Wheat,2016,27.15,742.0,65.0,3.61
